"npadvmodI_complicated"
"conjI_snowflake"
"compound_idea"
"compound_defense"
"compound_aa"
"pobj_wife"
"advmodI_cut"
"prepI_months"
"acompI_hoe"
"amodI_movement"
"dobj_d"
"prtI_catch"
"intjI_lit"
"prepI_switched"
"possI_exes"
"dobj_this"
"prepI_praying"
"csubj_having"
"conj_laugh"
"punctI_'"
"dobj_tired"
"auxI_support"
"detI_i'm"
"pobj_memes"
"ccompI_was"
"xcomp_trending"
"nummodI_life"
"punctI_fucking"
"nummod_❤"
"detI_urge"
"compoundI_website"
"detI_bad"
"conjI_pop"
"nsubjI_catch"
"negI_black"
"ccI_called"
"aclI_media"
"compoundI_career"
"nsubjI_stops"
"xcompI_using"
"dobjI_serving"
"aux_do"
"compound_luck"
"conj_laughing"
"detI_boss"
"ccompI_lol"
"detI_wig"
"nsubj_jobs"
"amod_brainwashed"
"relclI_years"
"punctI_mind"
"pobj_pot"
"punctI_what"
"detI_iphone"
"nsubjI_refuse"
"compoundI_watching"
"compoundI_thing"
"auxI_boring"
"pobj_bit"
"advclI_argue"
"punctI_learn"
"conj_add"
"relclI_.."
"nsubj_box"
"parataxisI_it's"
"advmod||xcomp_when"
"nsubjI_decided"
"punctI_found"
"dobjI_shot"
"nsubjI_won't"
"punctI_switch"
"dobjI_welcome"
"oprdI_making"
"ccI_ok"
"pobj_asses"
"advclI_stayed"
"ccI_hates"
"compoundI_head"
"compoundI_birds"
"dobjI_dis"
"prepI_belongs"
"dep_are"
"punctI_party"
"ccomp_you're"
"dobjI_guessed"
"nsubjI_cleaned"
"amod_ya"
"detI_library"
"compoundI_win"
"dobj_nerve"
"advmod_recently"
"appos_doesn't"
"nsubjpass_you're"
"dobj_bang"
"advclI_closer"
"compoundI_library"
"compoundI_#trump"
"punctI_daughter"
"punctI_dress"
"advmodI_idk"
"compound_gucci"
"detI_fight"
"detI_hunt"
"apposI_said"
"advcl_knew"
"compound_pence"
"advcl_throw"
"detI_crown"
"dobjI_where"
"compound_victoria"
"ccomp_thinking"
"prepI_luck"
"dobj_anything"
"compound_remy"
"relclI_that's"
"nsubj_hilary"
"acomp_kind"
"advmodI_search"
"advmodI_spend"
"prepI_petty"
"detI_pants"
"advmodI_cares"
"aux_done"
"pcomp_picking"
"amodI_minister"
"dobj_lights"
"compoundI_h"
"amodI_countries"
"nsubj_uncle"
"pobj_kid"
"punctI_asf"
"advmodI_where"
"amodI_😷"
"compoundI_proof"
"nsubjI_sad"
"advclI_fw"
"ccomp_laughing"
"auxI_dry"
"advcl_realized"
"detI_price"
"nsubjI_wtf"
"compound_pie"
"dobj_wallet"
"pobj_charger"
"detI_imma"
"conj_code"
"detI_pom"
"amod_presidential"
"intjI_..."
"punctI_cos"
"ccI_fat"
"nsubj_some"
"punct_#election2016"
"acomp_chunky"
"ccI_over"
"ccomp_refuse"
"nsubjI_offending"
"dobj_orange"
"punctI_thing"
"dobj_doesn't"
"markI_deserve"
"compound_da"
"markI_check"
"nsubj_brady"
"punctI_makes"
"npadvmodI_lit"
"amod_nazi"
"nummod_💀"
"nsubjI_dm"
"advmodI_stops"
"xcompI_sad"
"conj_married"
"ccI_this"
"pobj_thinking"
"pobj_tomorrow"
"auxI_sing"
"compoundI_change"
"prepI_infront"
"compoundI_m"
"detI_festival"
"advmodI_doesn't"
"aclI_someone"
"relcl_appreciate"
"punctI_next"
"prepI_seem"
"dobj_manager"
"conj_smell"
"punctI_cuz"
"advmodI_good"
"ccomp_known"
"advmodI_thankful"
"xcomp_care"
"nummod_28"
"punctI_posting"
"nsubjpassI_missed"
"punctI_ripped"
"nsubj_about"
"pobj_death"
"punctI_you"
"prep_who's"
"punctI_pie"
"relclI_supporters"
"intjI_ass"
"amodI_dude"
"compoundI_rha"
"acompI_remain"
"advcl_fight"
"dobj_trip"
"advclI_watch"
"advclI_gone"
"detI_isnt"
"advmodI_bang"
"appos_buck"
"dobjI_surprise"
"dobjI_assaulting"
"npadvmodI_slap"
"nsubj_uk"
"ccomp_didnt"
"punctI_b"
"possI_lives"
"attrI_i'm"
"ccI_first"
"amodI_history"
"punctI_confirm"
"compoundI_toy"
"compoundI_power"
"punctI_happy"
"pcomp_believing"
"pobj_boyfriend"
"intjI_i'll"
"punctI_news"
"markI_having"
"compoundI_<3"
"compoundI_i"
"apposI_ya"
"prep_above"
"aux_damn"
"aux_hoe"
"possI_tv"
"nsubj_folks"
"prepI_body"
"punctI_oops"
"nummodI_trump"
"nsubjI_ship"
"intjI_for"
"relcl_hurt"
"possI_dog"
"detI_chug"
"punctI_spot"
"punctI_cad"
"compoundI_ref"
"oprd_clean"
"detI_food"
"conjI_sun"
"advcl_hungry"
"acomp_older"
"pobj_been"
"pobj_bed"
"nsubjI_surprised"
"conjI_faggot"
"detI_service"
"compound_andrew"
"nmodI_man"
"prep_under"
"apposI_tweet"
"dobj_asshole"
"acompI_this"
"poss_you're"
"pobj_crime"
"punctI_ask"
"auxI_stab"
"intjI_done"
"conj_girl"
"ccI_complain"
"nsubj_really"
"compoundI_million"
"possI_coffee"
"compoundI_tweeting"
"nsubj_donald"
"prtI_hook"
"compoundI_kit"
"ccompI_👫"
"dobj_boobs"
"compoundI_racism"
"oprd_boo"
"prepI_person"
"compound_dancing"
"amod_visual"
"punctI_would"
"dobj_thats"
"xcomp_saying"
"negI_worry"
"dobj_river"
"nsubj_fingers"
"prepI_dropping"
"ccomp_dick"
"pobj_halls"
"possI_mans"
"amodI_queer"
"punctI_proud"
"compoundI_jane"
"dobjI_having"
"depI_started"
"compoundI_request"
"punctI_war"
"dobj_green"
"nsubjI_laughing"
"relcl_agree"
"nsubjpassI_blocked"
"xcomp_grow"
"nsubjI_consider"
"detI_quality"
"amodI_tf"
"nsubjI_agreed"
"pobj_place"
"compoundI_lmaooooo"
"amodI_emojis"
"compoundI_screen"
"prepI_sweet"
"attr_proof"
"acomp_wrong"
"advclI_eating"
"nsubj_gop"
"ccompI_dont"
"detI_grabber"
"compoundI_fucking"
"possI_knees"
"npadvmod_it"
"conjI_met"
"nsubj_y"
"nsubjI_bit"
"xcompI_i’m"
"detI_brothers"
"nsubj_players"
"amodI_cant"
"detI_high"
"detI_spic"
"xcomp_elect"
"nsubjI_doubt"
"compound_clean"
"nummodI_men"
"acomp_loud"
"amodI_wall"
"conjI_w"
"markI_become"
"appos_lmfao"
"pobj_finals"
"punctI_save"
"prepI_tune"
"pcompI_at"
"compoundI_treasure"
"ccompI_lucky"
"pobj_chest"
"compound_jeff"
"detI_coon"
"amod_dumb"
"pobj_yards"
"relclI_wit"
"punctI_pumpkin"
"compoundI_bot"
"nsubjI_tries"
"detI_like"
"intj_thanks"
"detI_pigs"
"compoundI_dreams"
"npadvmod_ian"
"advmodI_boy"
"amod_hidden"
"advmodI_reminded"
"auxpassI_got"
"conj_tf"
"compound_uni"
"dobjI_worried"
"pobj_idc"
"compoundI_kuch"
"advclI_stuck"
"compound_michigan"
"compoundI_shorts"
"nsubj_universe"
"dobjI_fix"
"compound_us"
"detI_dumpster"
"nsubjI_yell"
"nsubj_pay"
"compound_yes"
"conj_paying"
"compound_tree"
"advmodI_happening"
"ccompI_assuming"
"detI_mirror"
"advclI_hurt"
"compound_need"
"advcl_took"
"compoundI_values"
"advmodI_text"
"oprd_shut"
"compoundI_bacon"
"punctI_throwing"
"compoundI_boy"
"possI_tone"
"apposI_crow"
"nsubj_train"
"advmod||conjI_had"
"attr_person"
"advmod_all"
"nmod_don't"
"nsubjI_asking"
"compound_heel"
"dobj_guys"
"appos_jeans"
"pobjI_towards"
"compound_top"
"dobjI_tie"
"dobj_destruction"
"prepI_dealt"
"compoundI_lewis"
"punctI_traffic"
"compoundI_channel"
"cc_be"
"npadvmodI_been"
"advmodI_long"
"dobjI_elect"
"acl_hurt"
"nsubj_fruit"
"punctI_ept_bot"
"pobj_minutes"
"possI_channel"
"pobj_candy"
"auxI_tripping"
"nsubjI_changing"
"nmod_<3"
"prepI_playlist"
"dobj_need"
"appos_prod"
"ccI_500"
"dobj_#amas"
"amod_exciting"
"dobj_everyday"
"prep_fw"
"punct_i'd"
"amod_smelly"
"punctI_hearing"
"ccI_rock"
"nsubj_egg"
"dobjI_slip"
"amodI_stuff"
"compoundI_gas"
"dobjI_push"
"dobjI_peep"
"punctI_tweets"
"dobj_netflix"
"appos_tbh"
"compoundI_gates"
"advmod_secretly"
"conjI_once"
"xcomp_wake"
"prtI_shut"
"nsubjI_cutting"
"possI_sight"
"markI_find"
"dobj_use"
"amodI_pics"
"relcl_slit"
"parataxisI_get"
"appos_them"
"compound_think"
"compoundI_wonk"
"dobjI_hes"
"punctI_stuff"
"dep_😂😂😂"
"depI_she's"
"acl_blocked"
"apposI_fuckin"
"auxI_find"
"relcl_ain't"
"ccI_top"
"advclI_worried"
"advmodI_watch"
"punctI_handed"
"prepI_lmao"
"compoundI_member"
"amodI_comments"
"possI_service"
"advclI_mad"
"xcompI_tempted"
"nsubjI_sent"
"nsubj_trust"
"depI_broke"
"dobj_knife"
"pobj_king"
"dobj_plane"
"amodI_lmao"
"amodI_😌"
"nummod_zero"
"detI_while"
"punct_?!"
"detI_beginning"
"advmodI_happen"
"advmodI_checking"
"prepI_hungry"
"advmodI_cry"
"compoundI_peep"
"compound_female"
"xcomp_hitting"
"dativeI_are"
"xcomp_create"
"compoundI_smith"
"prep_except"
"dobjI_cares"
"conjI_them"
"intjI_queen"
"dobjI_cancelled"
"compoundI_bout"
"advmod_along"
"prepI_invited"
"advmodI_stupid"
"nsubjpass_you"
"prepI_behalf"
"compound_beat"
"auxI_perform"
"advcl_add"
"cc_i'm"
"nsubjI_expecting"
"amod_uneducated"
"dobj_dis"
"dobj_lots"
"detI_throat"
"amod_young"
"advcl_send"
"prtI_watch"
"ccI_that"
"advclI_"""
"markI_nigga"
"advmod_completely"
"punctI_lowkey"
"acompI_said"
"xcompI_bother"
"dep_lmao"
"advmodI_slut"
"punctI_thick"
"compoundI_pie"
"compound_☺"
"advmodI_idc"
"conj_worse"
"compound_young"
"auxI_dance"
"ccompI_done"
"compoundI_pack"
"auxI_turning"
"compound_g"
"nsubj_thats"
"prepI_thought"
"ccomp_stay"
"auxI_sent"
"dobj_rt"
"aux_i'ma"
"compound_freddie"
"conj_pop"
"amodI_yall"
"dobj_values"
"appos_lady"
"ccI_her"
"compound_flower"
"punctI_complete"
"acomp_easy"
"detI_l"
"ccomp_feel"
"compoundI_beer"
"punctI_cleared"
"acl_take"
"pobj_j"
"pobjI_cuz"
"nsubj_youre"
"ccomp_ate"
"detI_administration"
"conj_cracker"
"possI_voice"
"pobj_terms"
"auxI_waiting"
"conjI_tomorrow"
"ccI_yellow"
"amodI_snowflake"
"pobj_woman"
"dobj_faces"
"compound_all"
"detI_palace"
"detI_tl"
"nsubj_russia"
"detI_driver"
"compoundI_code"
"acomp_miserable"
"appos_😌"
"nsubjI_m"
"prepI_picture"
"compound_el"
"possI_size"
"xcomp_order"
"compoundI_coming"
"dobj_memes"
"negI_buy"
"detI_fellow"
"amod_single"
"punctI_apply"
"nsubjI_helps"
"nsubj_dez"
"prepI_addicted"
"xcompI_helps"
"ccompI_suck"
"pcomp_holding"
"dobjI_diss"
"nummod_😭"
"detI_democrats"
"amod_septic"
"conjI_chug"
"punctI_rat"
"pcomp_acting"
"ccomp_sick"
"conj_ave"
"auxI_cum"
"compoundI_ho"
"compoundI_bean"
"depI_hope"
"advmod_w/"
"nsubjI_attend"
"advclI_time"
"advcl_visit"
"dobj_phone"
"amodI_out"
"dobjI_digging"
"intj_um"
"compound_looking"
"prepI_spot"
"dobj_bear"
"prepI_popping"
"nsubj_shoe"
"compound_hope"
"punctI_crow"
"mark_user_mention"
"advclI_excited"
"dobjI_really"
"advmodI_walking"
"prepI_step"
"advcl_win"
"prepI_do"
"detI_show"
"pobj_dems"
"pobj_heaven"
"punctI_boi"
"attr_nothing"
"advclI_feeling"
"nsubjI_slap"
"advmod_easily"
"dobjI_thanksgiving"
"prtI_taken"
"dobjI_loved"
"amodI_nonsense"
"ccI_get"
"prepI_sauce"
"dobjI_giving"
"punctI_entered"
"dobj_bae"
"detI_uk"
"punctI_tranny"
"xcompI_turned"
"nsubj_idiot"
"nsubjpassI_filled"
"advmodI_whats"
"nsubjI_aren't"
"detI_circle"
"punctI_egg"
"xcompI_kept"
"punctI_please"
"advcl_quit"
"compoundI_jokes"
"advclI_use"
"prepI_she"
"apposI_q"
"pcomp_stealing"
"possI_city"
"pobj_don"
"pobj_delhi"
"compound_price"
"compoundI_spears"
"detI_support"
"intjI_take"
"pobj_hell"
"compoundI_redneck"
"dobjI_you's"
"nsubjI_leave"
"acl_ready"
"advclI_stand"
"amod_nacho"
"apposI_lil"
"conjI_answer"
"punctI_shits"
"punct_:-)"
"compoundI_mark"
"possI_stories"
"ccI_pie"
"nsubjI_please"
"punctI_finding"
"nummodI_things"
"dobjI_collect"
"pobj_favor"
"dobjI_cut"
"ccomp_i"
"amodI_issue"
"agentI_made"
"advmodI_decide"
"xcomp_lay"
"detI_video"
"advmodI_drive"
"npadvmodI_talk"
"nsubjI_#electionnight"
"compound_link"
"ccomp_stopped"
"nummodI_episodes"
"nsubjI_offended"
"aux_started"
"xcompI_cool"
"markI_see"
"amodI_iphone"
"compoundI_hall"
"intjI_life"
"dobj_an"
"nsubjpass_niggas"
"compoundI_perquè"
"dobj_us"
"nsubjI_waking"
"compound_cunt"
"dobj_boy"
"markI_take"
"intjI_bad"
"acompI_hate"
"compoundI_hour"
"prtI_fucked"
"nsubjI_hits"
"detI_bet"
"conj_those"
"meta_be"
"intjI_looked"
"nmodI_ass"
"auxpassI_ruined"
"pobj_australia"
"compoundI_vinegar"
"pobj_w"
"xcomp_arguing"
"acompI_aint"
"nsubjI_drunk"
"relclI_thats"
"compoundI_put"
"dobj_bday"
"conj_left"
"nsubjI_swaggering"
"dobj_ghetto"
"auxI_falling"
"nsubjI_expected"
"compoundI_army"
"agentI_hosted"
"conj_choose"
"dobj_hope"
"ccI_dude"
"conj_tells"
"auxI_choose"
"nsubjI_does"
"amod_ungrateful"
"pobjI_vs"
"prepI_poured"
"dobj_wave"
"compound_snapchat"
"dobj_cookie"
"conjI_broke"
"compound_type"
"advmod_second"
"depI_told"
"compound_log"
"amod_dirty"
"compound_t"
"ccomp_like"
"pobj_1"
"compound_es"
"conj_twat"
"pobj_coldplay"
"pobj_time"
"advclI_me"
"apposI_hate"
"compound_straight"
"detI_field"
"ccomp_mans"
"ccI_dogs"
"detI_players"
"auxI_suffering"
"prepI_much"
"conj_throwing"
"advmodI_no"
"cc_then"
"apposI_aint"
"punctI_ignored"
"detI_fella"
"compoundI_rappers"
"ccI_roll"
"conjI_hug"
"parataxisI_take"
"nsubjI_meaning"
"compoundI_shame"
"possI_country"
"dobj_confusion"
"pobj_period"
"aclI_don't"
"punctI_just"
"advcl_broken"
"ccI_today"
"depI_look"
"advmodI_work"
"dobjI_spoiled"
"nsubjI_starts"
"negI_lol"
"detI_smile"
"detI_browns"
"prepI_sits"
"apposI_mail"
"advmodI_there's"
"punctI_supported"
"advcl_drive"
"nsubj_i'ma"
"nsubjI_gave"
"ccI_again"
"pobjI_because"
"acomp_funny"
"attr_princess"
"auxI_mess"
"ccompI_use"
"aux_would've"
"amod_extreme"
"conj_dry"
"dobj_decision"
"markI_said"
"compoundI_split"
"punctI_glad"
"conjI_twat"
"punctI_around"
"nsubjI_married"
"negI_hit"
"pobj_nig"
"possI_sleep"
"amodI_hate"
"amod_stupid"
"advcl_can't"
"pobj_retarded"
"dobjI_makes"
"attr_lmfao"
"nsubj_princess"
"pobj_evil"
"relcl_understand"
"nsubj_help"
"punct_«"
"relcl_endured"
"prepI_eaten"
"advcl_grow"
"pobj_birthday"
"nsubjI_complained"
"nsubjI_occurred"
"depI_hold"
"nsubj_girl"
"prep_due"
"conj_stuck"
"pobj_freedom"
"detI_password"
"prepI_song"
"punct_🇺🇸"
"punctI_added"
"prep||dobjI_got"
"conjI_thanks"
"compoundI_wave"
"auxI_driving"
"aclI_this"
"amodI_insult"
"ccomp_hurts"
"meta_it's"
"prepI_heard"
"auxI_bite"
"advmod_boo"
"attr_wtf"
"dobjI_haven't"
"compound_dark"
"punctI_destroying"
"advclI_gave"
"compound_ho"
"npadvmodI_spent"
"advmodI_knocked"
"punct_:(("
"amodI_grabs"
"compound_she"
"pobj_neighborhood"
"acl_smiling"
"nsubjI_werent"
"advmodI_cared"
"dobj||xcompI_need"
"compoundI_til"
"compound_scarlett"
"pobj_immigrants"
"prtI_showed"
"conjI_cuffed"
"compoundI_bash"
"prepI_according"
"npadvmodI_rise"
"possI_spirit"
"nmodI_wit"
"intjI_came"
"conj_fat"
"punctI_crush"
"advmodI_slide"
"npadvmod_omg"
"nsubj_whoever"
"dobjI_vandalizing"
"punctI_appear"
"acompI_being"
"amodI_cash"
"auxI_lying"
"ccI_boys"
"nsubj_ima"
"ccI_cream"
"amod_sexual"
"acompI_we're"
"dobjI_ship"
"advclI_prod"
"intj_nope"
"amodI_a"
"relclI_like"
"dobj_shopping"
"attr_game"
"advmodI_best"
"xcomp_af"
"compound_yo"
"nsubj_road"
"dobj_evidence"
"conjI_house"
"csubj_do"
"prepI_old"
"nsubj_apple"
"punct_????"
"compound_too"
"acompI_don't"
"compoundI_hoga"
"pobj_signs"
"conjI_school"
"xcomp_use"
"compound_america's"
"depI_looks"
"punctI_with"
"compound_table"
"amodI_cock"
"dobj_pence"
"nummodI_shine"
"dobj_suicide"
"detI_steak"
"dobj_cracker"
"prtI_looked"
"nummodI_feet"
"compound_follow"
"compound_star"
"pobj_politics"
"compoundI_review"
"compoundI_🙃"
"ccI_fucked"
"conjI_week"
"conjI_thank"
"punctI_sky"
"ccomp_spike"
"nsubj_potus"
"xcomp_wink"
"amodI_animal"
"nsubjI_stressed"
"conj_try"
"dobjI_dating"
"compound_already"
"oprd_sad"
"compoundI_cups"
"nmod_ya"
"compoundI_marketing"
"conjI_one"
"amod_muslim"
"apposI_mouse"
"advmodI_dies"
"prtI_missed"
"npadvmodI_mad"
"compound_knee"
"nsubj_didnt"
"compound_h"
"ccomp_hit"
"nsubj_ugh"
"nsubj_congratulations"
"compound_s"
"compound_manor"
"ccI_wrote"
