"npadvmodI_complicated"
"compound_worry"
"npadvmod_yourself"
"amod_ape"
"dobjI_rate"
"conj_happened"
"advmodI_shade"
"compound_story"
"compoundI_cracker"
"advmod_come"
"auxpassI_fed"
"conjI_here"
"xcomp_vote"
"intjI_happy"
"amodI_tea"
"parataxisI_fuck"
"nsubj_friday"
"dobj_doe"
"xcompI_we're"
"dobjI_place"
"nsubjI_shown"
"compound_dj"
"amodI_sun"
"nmod_😂"
"ccI_wet"
"compound_rain"
"advmodI_broke"
"npadvmodI_there's"
"possI_desk"
"nsubj_shits"
"ccI_socks"
"ccI_word"
"detI_disabled"
"advmodI_tear"
"detI_equivalent"
"pobj_sole"
"punctI_bf"
"appos_boo"
"intj_like"
"ccomp_find"
"compoundI_shells"
"compoundI_ive"
"nsubj_*"
"punctI_monster"
"advmodI_punch"
"xcomp_nip"
"prepI_handed"
"advmodI_hoping"
"npadvmod_while"
"compound_step"
"dobj_jump"
"apposI_="
"detI_omg"
"pcompI_bc"
"punctI_shell"
"relclI_class"
"auxI_smiling"
"nsubjI_missing"
"conjI_yo"
"depI_have"
"aclI_game"
"punctI_f"
"auxI_watching"
"prepI_yelling"
"advmodI_fine"
"compound_republic"
"conjI_night"
"pcomp_liking"
"ccI_?"
"markI_liked"
"ccI_store"
"compoundI_service"
"possI_love"
"prepI_fingers"
"prepI_nun"
"pobjI_than"
"pobjI_that's"
"acomp_thankful"
"prepI_there's"
"compound_january"
"nsubj_friend"
"nsubj_thoughts"
"prepI_partner"
"pobj_hope"
"conjI_colored"
"markI_gets"
"nummodI_im"
"compoundI_smash"
"amod_embarrassing"
"pobj_slant"
"prepI_list"
"dobj_park"
"prepI_bend"
"nummod_☹"
"punctI_thankful"
"amodI_accounts"
"ccomp_born"
"nsubj_whatever"
"aclI_excuse"
"compoundI_bud"
"prep_isn't"
"conjI_hard"
"punctI_close"
"pobj_shirt"
"auxI_blow"
"dobj_property"
"ccI_cunt"
"advmodI_means"
"nsubjI_enjoys"
"punct_😔"
"npadvmod_boo"
"prepI_grew"
"appos_nigga"
"auxI_study"
"conjI_lefty"
"dobj_squad"
"pobj_views"
"relclI_that"
"compound_she's"
"ccI_news"
"dobj_facebook"
"nummod_three"
"advclI_see"
"prepI_except"
"auxI_cover"
"pobjI_down"
"dobjI_crossing"
"amodI_icon"
"compound_jay"
"punctI_shoot"
"conjI_business"
"compoundI_coat"
"pobj_hours"
"apposI_father"
"prep_tf"
"nsubjI_puts"
"compound_texas"
"compound_mr."
"conjI_shade"
"acl_grab"
"aclI_hoe"
"relclI_bitches"
"npadvmodI_en"
"punct_🤗"
"prtI_picks"
"appos_bubble"
"auxI_deserve"
"pobj_butt"
"relcl_missed"
"dobjI_post"
"advmodI_break"
"compoundI_idc"
"amodI_father"
"detI_benefit"
"amodI_bigots"
"detI_decade"
"pobj_meeting"
"punctI_oomf"
"ccI_sure"
"compound_dis"
"detI_bin"
"relclI_problems"
"advmod_🙄"
"relcl_doesn't"
"dobjI_bang"
"punctI_using"
"xcompI_stops"
"dobj_concept"
"advmodI_decided"
"pobj_porch"
"attr_line"
"pobj_fight"
"amodI_nig"
"compoundI_yea"
"advmod_fag"
"nsubj_money"
"dobj_white"
"nsubj_day"
"dobj_accent"
"advmod_elsewhere"
"advmodI_cos"
"possI_way"
"ccI_makeup"
"prepI_snapchat"
"nsubjI_became"
"dobjI_how"
"punctI_seriously"
"prepI_focusing"
"nsubjI_screamed"
"detI_hell"
"negI_yellow"
"advcl_loving"
"aux_n"
"xcomp_bring"
"detI_zebra"
"xcomp_draw"
"detI_a"
"acomp_yellow"
"ccomp_sorry"
"relcl_pay"
"punctI_>"
"prtI_work"
"punctI_good"
"compound_girlfriend"
"auxI_giving"
"prepI_head"
"detI_board"
"nsubj_pie"
"pobj_8"
"nsubj_its"
"relclI_nah"
"dobj_word"
"compoundI_sweetheart"
"aux_it'll"
"dobj_balance"
"dobjI_reject"
"pobj_full"
"advclI_kick"
"compoundI_yet"
"dobj_cards"
"auxpassI_missed"
"prep_re"
"nmod_day"
"nsubjI_bitch"
"dobj_daughter"
"dobjI_thank"
"possI_selfies"
"amod_comfy"
"compound_una"
"ccI_minutes"
"dobjI_turns"
"negI_play"
"compoundI_drake"
"amodI_statement"
"dobjI_wanted"
"ccI_perfect"
"compound_que"
"intjI_what's"
"auxI_blowing"
"compound_nigga"
"pobj_blue"
"aux_ill"
"punctI_believed"
"conjI_water"
"nsubjI_accept"
"acomp_pussy"
"appos_9mins"
"dobj_pleasure"
"compoundI_stars"
"amod_stuck"
"dobjI_laid"
"xcompI_how"
"xcomp_hide"
"relcl_fw"
"ccI_sitting"
"depI_talking"
"amod_bcs"
"detI_reporter"
"punctI_smiling"
"compoundI_clar"
"amodI_student"
"nsubjI_become"
"compound_cocoa"
"aux_bitch"
"pobj_facetime"
"auxI_talking"
"advcl_seen"
"pobj_majority"
"xcomp_bitch"
"oprdI_see"
"dobjI_attract"
"nsubj_career"
"conjI_saturday"
"negI_feeling"
"compoundI_lot"
"detI_edge"
"compoundI_hide"
"apposI_grab"
"dobjI_shows"
"acl_destroy"
"dobjI_done"
"advmodI_sorry"
"conjI_picked"
"compound_pop"
"compoundI_retarded"
"nmod_i'm"
"advclI_i'm"
"prepI_black"
"advcl_buying"
"compound_isis"
"prepI_choke"
"compoundI_govt"
"nsubj_market"
"relcl_seems"
"advmod_doubt"
"detI_pie"
"detI_clock"
"compoundI_gook"
"csubjI_get"
"detI_blonde"
"conjI_bitches"
"advmod_faster"
"punctI_eyes"
"relclI_america"
"detI_love"
"cc_small"
"ccI_ho"
"detI_theory"
"compound_id"
"detI_evidence"
"compoundI_dancing"
"dobjI_wouldn't"
"prepI_called"
"xcompI_beginning"
"nsubjI_bruh"
"nsubj_modi"
"compound_opening"
"nsubj_rise"
"compoundI_de"
"advclI_much"
"oprdI_you're"
"nsubj_😂😂😂"
"markI_thinks"
"dobj_effect"
"detI_bf"
"advcl_cause"
"compound_ser"
"nsubj_fav"
"punctI_sounded"
"compoundI_pictures"
"conjI_caught"
"prepI_clothes"
"nsubjI_snap"
"csubj_saying"
"dobjI_pop"
"punctI_protest"
"punctI_eat"
"punctI_="
"acl_singing"
"ccomp_were"
"nummodI_girl"
"intjI_call"
"compoundI_😂😂😂"
"nsubj_smell"
"nmodI_️️"
"detI_chair"
"conj_brother"
"aclI_can't"
"compound_rights"
"nmodI_bubble"
"dobj_ourselves"
"punctI_said"
"conjI_asf"
"compound_i'm"
"nsubjpassI_made"
"amodI_show"
"punctI_pop"
"amodI_grab"
"dobj_mark"
"attr_daddy"
"npadvmodI_u"
"advmod_mock"
"dobj_stars"
"compound_fun"
"compound_read"
"detI_off"
"possI_mcm"
"conj_baby"
"xcomp_staring"
"intjI_si"
"pobj_mouth"
"acompI_y'all"
"prepI_listen"
"punctI_offer"
"dobj_brownie"
"nsubjI_back"
"compoundI_shoulder"
"amodI_wait"
"compound_beast"
"compound_sign"
"detI_ivory"
"nsubj_bags"
"advmodI_inside"
"punctI_shave"
"advmodI_least"
"relcl_runs"
"prep_b"
"advmodI_gay"
"nsubjI_want"
"advmodI_knew"
"conj_sleep"
"conjI_shows"
"nsubj_i've"
"prepI_push"
"attr_ratchet"
"intjI_its"
"punctI_kicked"
"pobj_crowd"
"intjI_they"
"dobj_protesters"
"prepI_night"
"pcomp_always"
"auxI_close"
"prepI_place"
"conjI_roll"
"relclI_time"
"advcl_kept"
"ccomp_talked"
"dobjI_picking"
"nsubjI_talks"
"nsubjI_deny"
"dobjI_celebrate"
"negI_happened"
"acompI_feel"
"ccompI_treat"
"nsubj_finna"
"pobj_position"
"punctI_sees"
"dobj_actions"
"ccI_cut"
"detI_moon"
"detI_pressure"
"nsubj_bills"
"dobjI_text"
"ccompI_care"
"conj_trust"
"prep_😂"
"acomp_acceptable"
"intjI_gaya"
"conj_😍"
"auxI_serving"
"prepI_they're"
"relcl_noticed"
"nsubj_snowflake"
"compoundI_offer"
"punctI_water"
"dobj_pounds"
"nmod_her"
"compoundI_smile"
"possI_hoe"
"ccI_fruit"
"prepI_rude"
"amodI_been"
"compoundI_mouse"
"ccI_room"
"detI_said"
"compoundI_fine"
"conjI_over"
"nsubj_😂😂"
"oprdI_mute"
"compound_spotify"
"advcl_driving"
"acl_fixed"
"advmodI_spell"
"dobjI_trying"
"nsubj_hitler"
"advcl_tryna"
"ccompI_ignore"
"compoundI_af"
"detI_offer"
"detI_worst"
"detI_curb"
"detI_yrs"
"negI_more"
"prepI_written"
"compoundI_marathon"
"detI_criminal"
"amod_lighter"
"amodI_doesn't"
"prepI_ever"
"npadvmodI_that's"
"appos_its"
"compound_ring"
"dobjI_remembered"
"compound_working"
"conjI_sitting"
"amodI_whites"
"amodI_damage"
"ccomp_sent"
"relclI_you"
"ccomp_cause"
"amod_shitty"
"depI_love"
"xcompI_don't"
"npadvmod_bruh"
"amodI_someone"
"detI_crack"
"auxI_date"
"compound_classic"
"parataxisI_come"
"compound_game"
"conj_sell"
"detI_loss"
"ccompI_matter"
"parataxis_about"
"detI_wolf"
"prepI_feelin"
"conj_picked"
"compoundI_canada"
"oprdI_calling"
"markI_told"
"compoundI_nigger"
"punctI_taken"
"prepI_cheer"
"dobj_story"
"dobj_truth"
"amodI_role"
"possI_classes"
"compoundI_journalism"
"dobjI_zip"
"compoundI_living"
"advmod_though"
"ccI_put"
"dobj_sign"
"punctI_hun"
"nsubjI_angry"
"ccI_brown"
"pobj_cash"
"prepI_idea"
"dobj_insurance"
"pobj_his"
"amodI_😊"
